source,target,weight,confidence
ARNTL,PER1,1.0,A
ARNTL,PER2,1.0,A
ARNTL,PER3,1.0,A
ARNTL,PI4KA,0.3333333333333333,C
ARNTL,RPGR,0.3333333333333333,C
ARNTL,SAMD4A,0.3333333333333333,C
ARNTL,SEMA4D,0.3333333333333333,C
ARNTL,VPS13D,0.3333333333333333,C
ARNTL2,SERPINE1,1.0,A
ASCL1,ADCY5,0.3333333333333333,C
ASCL1,ADGRG1,0.3333333333333333,C
ASCL1,AGBL4,0.3333333333333333,C
ASCL1,ANK1,0.3333333333333333,C
ASCL1,ARHGEF10L,0.3333333333333333,C
ASCL1,ATP11A,0.3333333333333333,C
ASCL1,BAHCC1,0.3333333333333333,C
ASCL1,CCDC57,0.3333333333333333,C
ASCL1,CCDC88B,0.3333333333333333,C
ASCL1,CCDC88C,0.3333333333333333,C
ASCL1,CCNY,0.3333333333333333,C
ASCL1,CHRNB4,0.3333333333333333,C
ASCL1,CPLX2,0.3333333333333333,C
ASCL1,DLGAP4,0.3333333333333333,C
ASCL1,FAM13A,0.3333333333333333,C
ASCL1,FARP1,0.3333333333333333,C
ASCL1,FHL2,0.3333333333333333,C
ASCL1,GOLM1,0.3333333333333333,C
ASCL1,HPCAL1,0.3333333333333333,C
ASCL1,IQSEC1,0.3333333333333333,C
ASCL1,KALRN,0.3333333333333333,C
ASCL1,LFNG,0.3333333333333333,C
ASCL1,LGR6,0.3333333333333333,C
ASCL1,MPRIP,0.3333333333333333,C
ASCL1,MYO7A,0.3333333333333333,C
ASCL1,NCOR2,0.3333333333333333,C
ASCL1,NIBAN2,0.3333333333333333,C
ASCL1,NOL4L,0.3333333333333333,C
ASCL1,PCSK6,-1.0,A
ASCL1,PGS1,0.3333333333333333,C
ASCL1,PKP1,0.3333333333333333,C
ASCL1,PLA2G6,0.3333333333333333,C
ASCL1,PLXNA2,0.3333333333333333,C
ASCL1,PPM1H,0.3333333333333333,C
ASCL1,PTPRD,0.3333333333333333,C
ASCL1,PTPRT,0.3333333333333333,C
ASCL1,RBFOX3,0.3333333333333333,C
ASCL1,RNF165,0.3333333333333333,C
ASCL1,RUNX1,0.3333333333333333,C
ASCL1,SMPD3,0.3333333333333333,C
ASCL1,SPOCK1,0.3333333333333333,C
ASCL1,ST18,0.3333333333333333,C
ASCL1,TACC2,0.3333333333333333,C
ASCL1,TCF20,0.3333333333333333,C
ASCL1,TIAM1,0.3333333333333333,C
ASCL1,TLE5,0.3333333333333333,C
ASCL1,TMEM132D,0.3333333333333333,C
ASCL1,TMEM163,0.3333333333333333,C
ASCL1,TNR,0.3333333333333333,C
ASCL1,TP73,0.3333333333333333,C
ASCL1,TRIO,0.3333333333333333,C
ASCL1,VAV2,0.3333333333333333,C
ASCL1,WSCD1,0.3333333333333333,C
ASCL1,ZDHHC14,0.3333333333333333,C
ATF1,ACOX3,0.3333333333333333,C
ATF1,ANKRD11,0.3333333333333333,C
ATF1,AP2B1,0.3333333333333333,C
ATF1,APEX1,0.3333333333333333,C
ATF1,APLF,0.3333333333333333,C
ATF1,ARG2,0.3333333333333333,C
ATF1,ATG5,0.3333333333333333,C
ATF1,BCL2,1.0,A
ATF1,BCR,0.3333333333333333,C
ATF1,BIN3,0.3333333333333333,C
ATF1,BRCA1,0.5,B
ATF1,BRD4,0.3333333333333333,C
ATF1,CCNA1,-1.0,A
ATF1,CDC14B,0.3333333333333333,C
ATF1,CFTR,1.0,A
ATF1,CGA,1.0,A
ATF1,CIITA,1.0,A
ATF1,CMIP,0.3333333333333333,C
ATF1,CREB3L2,0.3333333333333333,C
ATF1,CYP11B1,1.0,A
ATF1,CYP11B2,1.0,A
ATF1,DSTYK,0.3333333333333333,C
EGR1,ATF1,0.3333333333333333,C
ATF1,EGR1,0.3333333333333333,C
ATF1,ERBB2,1.0,A
ATF1,ESYT2,0.3333333333333333,C
ATF1,FAAP20,0.3333333333333333,C
ATF1,PABIR3,0.3333333333333333,C
ATF1,FLT1,1.0,A
ATF1,FMC1,0.3333333333333333,C
ATF1,FOSB,0.3333333333333333,C
ATF1,FSCN1,0.3333333333333333,C
ATF1,FYN,0.3333333333333333,C
ATF1,GNL1,0.3333333333333333,C
ATF1,GOLPH3,0.5,B
ATF1,HBS1L,0.3333333333333333,C
ATF1,HDGF,0.3333333333333333,C
ATF1,IGF1,0.3333333333333333,C
ATF1,IL10,1.0,A
ATF1,ING3,0.3333333333333333,C
ATF1,IPO11,0.5,B
ATF1,ISG20L2,0.3333333333333333,C
ATF1,KRBA1,0.3333333333333333,C
ATF1,LDHA,1.0,A
ATF1,LUC7L2,0.3333333333333333,C
ATF1,MAP1LC3B,1.0,A
ATF1,MCF2L,0.3333333333333333,C
ATF1,MLXIP,0.3333333333333333,C
ATF1,MSI2,0.3333333333333333,C
ATF1,MTHFR,0.3333333333333333,C
ATF1,MVK,0.3333333333333333,C
ATF1,MYH10,0.3333333333333333,C
ATF1,NDUFV3,0.3333333333333333,C
ATF1,NSD2,0.3333333333333333,C
ATF1,NTRK3,0.3333333333333333,C
ATF1,NTS,1.0,A
ATF1,OSBPL9,0.3333333333333333,C
ATF1,PCSK1,1.0,A
ATF1,PDXK,0.3333333333333333,C
ATF1,PER1,0.3333333333333333,C
ATF1,PLAUR,1.0,A
ATF1,PRR3,0.3333333333333333,C
ATF1,PSME3,0.3333333333333333,C
ATF1,R3HDM2,0.3333333333333333,C
ATF1,RAB11B,0.3333333333333333,C
ATF1,RCE1,0.3333333333333333,C
ATF1,RREB1,0.3333333333333333,C
ATF1,SECISBP2,0.3333333333333333,C
ATF1,SIRT2,0.3333333333333333,C
ATF1,SLC20A1,1.0,A
ATF1,SLC25A25,0.3333333333333333,C
ATF1,SLC25A37,0.3333333333333333,C
ATF1,SND1,0.3333333333333333,C
ATF1,SNX5,0.3333333333333333,C
ATF1,ST7,0.3333333333333333,C
ATF1,STAT3,0.5,B
ATF1,TEAD1,0.5,B
ATF1,TFRC,0.5,B
ATF1,TGFB2,1.0,A
ATF1,TH,1.0,A
ATF1,THADA,0.3333333333333333,C
ATF1,TOP2A,1.0,A
ATF1,TRAK1,0.3333333333333333,C
ATF1,TSC22D2,0.3333333333333333,C
ATF1,TSPAN31,0.5,B
ATF1,UBC,0.3333333333333333,C
ATF1,UBE2D3,0.5,B
ATF1,UBE2H,0.3333333333333333,C
ATF1,UGT8,1.0,A
ATF1,VASP,0.3333333333333333,C
ATF1,ZC3H4,0.3333333333333333,C
ATF1,ZDHHC7,0.3333333333333333,C
ATF1,ZNF184,0.5,B
ATF1,ZZEF1,0.3333333333333333,C
ATF2,APOC3,1.0,A
ATF2,ARID1A,0.3333333333333333,C
ATF2,ATF3,1.0,A
ATF2,AZIN1,0.3333333333333333,C
ATF2,BCL2,0.5,B
ATF2,CCND1,1.0,A
ATF2,CDK14,0.3333333333333333,C
ATF2,CDKN1A,1.0,A
ATF2,CYP11B1,1.0,A
ATF2,CYP11B2,1.0,A
ATF2,DMTF1,0.3333333333333333,C
ATF2,DUSP1,1.0,A
ATF2,DUSP10,0.5,B
ATF2,FN1,1.0,A
ATF2,FNDC3B,0.3333333333333333,C
ATF2,FOS,1.0,A
ATF2,FOXP1,0.3333333333333333,C
ATF2,GNAS,0.3333333333333333,C
ATF2,GNG2,0.3333333333333333,C
ATF2,GTDC1,0.3333333333333333,C
ATF2,HMGB1,0.3333333333333333,C
ATF2,IFNB1,1.0,A
ATF2,IFNG,1.0,A
ATF2,IMPDH2,1.0,A
ATF2,INS,1.0,A
ATF2,JUN,1.0,A
ATF2,KIAA1217,0.3333333333333333,C
ATF2,LYST,0.3333333333333333,C
ATF2,MBNL1,0.3333333333333333,C
ATF2,MMP2,1.0,A
ATF2,MSI2,0.3333333333333333,C
ATF2,NCOA7,0.3333333333333333,C
ATF2,NOS3,-1.0,A
ATF2,NR4A2,1.0,A
ATF2,NUMB,0.3333333333333333,C
ATF2,OXR1,0.3333333333333333,C
ATF2,PCK1,1.0,A
ATF2,PCK2,1.0,A
ATF2,PLAT,1.0,A
ATF2,PSIP1,0.3333333333333333,C
ATF2,PTGS2,1.0,A
ATF2,PTK2,0.3333333333333333,C
ATF2,RAB12,0.3333333333333333,C
ATF2,RABGAP1L,0.3333333333333333,C
ATF2,RB1,1.0,A
ATF2,RBPJ,0.3333333333333333,C
ATF2,RPS29,0.3333333333333333,C
ATF2,SGMS1,0.3333333333333333,C
ATF2,SLC39A10,0.3333333333333333,C
ATF2,SND1,0.3333333333333333,C
ATF2,STAT1,0.3333333333333333,C
ATF2,TBL1XR1,0.3333333333333333,C
ATF2,TCF12,0.3333333333333333,C
ATF2,TCF4,0.3333333333333333,C
ATF2,TEAD1,0.3333333333333333,C
ATF2,TERF1,0.3333333333333333,C
ATF2,TGFB2,-1.0,A
ATF2,THADA,0.3333333333333333,C
ATF2,TNF,1.0,A
ATF2,UBC,0.3333333333333333,C
ATF2,UBE2E1,0.3333333333333333,C
ATF2,UBE2H,0.3333333333333333,C
ATF2,USP9X,0.3333333333333333,C
ATF2,ZBTB38,0.3333333333333333,C
ATF2,ZCCHC7,0.3333333333333333,C
ATF2,ZNF462,0.3333333333333333,C
ATF3,AKAP13,0.3333333333333333,C
ATF3,ANXA1,0.3333333333333333,C
ATF3,ASNS,1.0,A
ATF3,BHLHE40,0.3333333333333333,C
ATF3,CCL5,1.0,A
ATF3,COA7,0.3333333333333333,C
ATF3,CREB5,0.3333333333333333,C
ATF3,CYRIB,0.3333333333333333,C
ATF3,DDIT3,1.0,A
ATF3,ETS2,0.3333333333333333,C
ATF3,GCLC,-1.0,A
ATF3,GDF15,1.0,A
ATF3,GLIS3,0.3333333333333333,C
ATF3,GNA12,0.3333333333333333,C
ATF3,HSPB1,0.3333333333333333,C
ATF3,ID1,-1.0,A
ATF3,KDM4C,0.3333333333333333,C
ATF3,KDM6B,0.3333333333333333,C
ATF3,KLF6,0.3333333333333333,C
KLF6,ATF3,1.0,A
ATF3,LDLR,-1.0,A
ATF3,MAPKAP1,0.3333333333333333,C
ATF3,MAPRE2,0.3333333333333333,C
ATF3,MED15,0.3333333333333333,C
ATF3,MIDEAS,0.3333333333333333,C
ATF3,MYO18A,0.3333333333333333,C
ATF3,NFIA,0.3333333333333333,C
ATF3,PCBP1,0.3333333333333333,C
ATF3,PDE4B,0.3333333333333333,C
ATF3,PER1,0.3333333333333333,C
ATF3,PRPF31,0.3333333333333333,C
ATF3,PTP4A1,0.3333333333333333,C
ATF3,RAD9A,0.3333333333333333,C
ATF3,RCAN1,0.3333333333333333,C
ATF3,RUNX1,0.3333333333333333,C
ATF3,SELE,-1.0,A
ATF3,SMOX,0.3333333333333333,C
ATF3,SND1,0.3333333333333333,C
ATF3,SPAG9,0.3333333333333333,C
ATF3,SPRED2,0.3333333333333333,C
ATF3,SREBF1,0.3333333333333333,C
ATF3,STAT3,0.5,B
ATF3,SYTL2,0.3333333333333333,C
ATF3,TOM1L2,0.3333333333333333,C
TP53,ATF3,1.0,A
ATF3,TRIB1,0.3333333333333333,C
ATF3,TSC22D2,0.3333333333333333,C
ATF3,UBC,0.3333333333333333,C
ATF3,VGLL4,0.3333333333333333,C
ATF3,VMP1,0.3333333333333333,C
ATF3,ZBTB20,0.3333333333333333,C
ATF3,ZFP36L1,0.3333333333333333,C
ATF4,AARS1,0.5,B
ATF4,ABCG1,0.3333333333333333,C
ATF4,ADM2,0.3333333333333333,C
ATF4,ALDH2,0.3333333333333333,C
ATF4,ALG13,0.3333333333333333,C
ATF4,ANGPTL8,0.3333333333333333,C
ATF4,ANK2,0.3333333333333333,C
ATF4,ANP32B,0.3333333333333333,C
ATF4,APLF,0.3333333333333333,C
ATF4,ASNS,1.0,A
ATF4,ATF3,1.0,A
ATF4,BTF3L4,0.3333333333333333,C
ATF4,C5,0.3333333333333333,C
ATF4,CARS1,0.5,B
ATF4,CBX4,0.3333333333333333,C
ATF4,CC2D2A,0.3333333333333333,C
ATF4,CCDC9,0.3333333333333333,C
ATF4,CEBPB,1.0,A
ATF4,CEBPG,0.5,B
ATF4,CHAC1,1.0,A
ATF4,CHN2,0.3333333333333333,C
ATF4,CLPB,0.3333333333333333,C
ATF4,CNOT1,0.3333333333333333,C
ATF4,CSTA,0.3333333333333333,C
ATF4,CXCL8,1.0,A
ATF4,DCUN1D5,0.5,B
ATF4,DDIT3,1.0,A
ATF4,DDIT4,1.0,A
ATF4,DDR2,1.0,A
ATF4,DDX19B,0.3333333333333333,C
ATF4,DISC1,1.0,A
ATF4,DXO,0.5,B
ATF4,EIF1,0.3333333333333333,C
ATF4,EIF2S2,0.3333333333333333,C
ATF4,EIF2S3,0.3333333333333333,C
ATF4,EIF4G3,0.3333333333333333,C
ATF4,EPS15,0.3333333333333333,C
